,Main_Pollutant,Date,AQI_VALUE,Year,Month,Day,Hour,PM2.5,PM10,SO2,CO,Ozone,NO,NO2,NOx,maxtempC,mintempC,sunHour,uvIndex,uvIndex.1,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,PM10_AVG24H,PM2.5_AVG24H,SO2_AVG24H,CO_AVG8H,Ozone_AVG8H,NOx_AVG24H,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,CO_SubIndex,Ozone_SubIndex,NOx_SubIndex,Checks
169,PM2.5,2015-10-16,305.65,2015.0,10.0,16.0,9.5,129.61,245.7,12.1,2.73,56.83,131.13,96.72,182.27,35.0,25.0,8.7,7.0,5.4,16.05,33.95,33.95,33.2,10.55,3.0,37.7,0.0,1013.15,29.95,10.0,177.55,8.8,260.65,131.16,13.83,3.25,58.74,199.55,253.4,305.65,16.8,92.65,60.55,219.0,6.0
170,PM2.5,2015-10-18,306.64,2015.0,10.0,18.0,16.5,170.98,320.73,14.37,3.09,49.0,108.71,116.31,114.44,34.0,24.0,8.7,7.0,5.43,14.21,34.0,34.0,33.93,7.21,3.0,30.93,0.0,1012.0,30.64,10.0,66.93,6.07,252.54,128.88,12.46,2.23,60.92,138.85,231.93,306.64,15.14,54.43,61.86,158.5,6.0
171,PM2.5,2015-10-19,341.96,2015.0,10.0,19.0,11.5,170.94,313.82,15.59,3.81,52.19,158.2,107.82,156.64,35.0,25.0,8.7,7.0,4.79,14.96,33.88,33.88,33.54,8.42,4.58,33.67,0.0,1011.79,30.0,10.0,169.5,6.21,310.39,175.01,13.72,3.61,61.26,160.77,309.92,341.96,16.62,103.92,62.25,180.25,6.0
172,PM2.5,2015-10-20,343.46,2015.0,10.0,20.0,11.5,176.18,331.24,16.24,3.71,47.99,173.08,126.25,226.13,36.0,25.0,8.7,8.0,4.83,12.33,31.04,31.04,31.71,10.79,12.42,31.42,0.0,1009.17,30.21,10.0,305.67,7.62,333.3,177.13,16.22,4.0,53.63,188.87,328.67,343.46,19.83,109.5,54.42,208.33,6.0
173,PM2.5,2015-10-21,339.78,2015.0,10.0,21.0,8.5,188.25,329.67,13.19,2.19,43.8,47.47,94.15,148.72,34.0,24.0,8.7,7.0,5.44,11.39,30.83,30.83,31.78,10.67,2.89,30.06,0.0,1010.39,28.89,10.0,321.39,8.83,322.13,172.16,16.48,2.88,37.86,200.56,321.61,339.78,20.0,96.33,39.17,220.11,6.0
174,PM2.5,2015-10-23,337.31,2015.0,10.0,23.0,17.0,148.65,342.01,27.42,4.26,36.15,79.39,117.01,108.28,33.0,21.0,8.7,7.0,4.92,2.0,29.69,29.69,31.77,12.92,6.31,15.15,0.0,1011.08,29.77,10.0,278.0,8.85,319.86,167.65,16.54,2.56,94.75,127.72,319.38,336.38,20.08,71.46,103.46,147.08,6.0
175,PM2.5,2015-10-24,340.04,2015.0,10.0,24.0,11.5,180.07,364.05,26.98,4.14,26.72,135.11,124.97,174.37,32.0,23.0,8.7,7.0,4.54,7.83,30.17,30.17,31.29,11.04,2.42,24.96,0.0,1010.88,27.83,10.0,228.08,8.0,343.67,167.95,24.7,4.01,33.16,148.8,333.25,336.54,30.29,102.79,32.75,168.38,6.0
176,PM2.5,2015-10-25,344.25,2015.0,10.0,25.0,11.5,143.69,291.26,17.04,3.04,50.44,50.56,97.97,107.31,33.0,24.0,8.7,7.0,4.5,8.04,29.92,29.92,31.17,15.83,1.29,25.0,0.0,1011.92,27.92,10.0,119.17,11.08,355.03,177.76,23.43,3.7,51.73,133.36,317.75,344.08,28.75,81.12,52.0,152.96,5.88
177,PM2.5,2015-10-26,243.21,2015.0,10.0,26.0,11.5,109.14,261.69,27.62,3.63,79.83,39.06,90.24,68.32,32.0,22.0,8.7,7.0,4.38,8.75,27.58,27.58,28.38,14.21,6.29,30.21,0.0,1014.04,26.46,10.0,134.92,10.83,239.89,104.95,21.7,2.2,84.76,84.45,210.88,243.17,26.75,46.92,86.75,103.42,5.71
178,PM2.5,2015-10-27,297.58,2015.0,10.0,27.0,11.5,114.48,232.09,17.27,2.44,57.8,75.74,98.45,168.73,31.0,22.0,8.7,7.0,4.46,6.96,27.17,27.17,28.33,14.0,7.62,26.46,0.0,1013.38,26.25,10.0,284.79,9.62,269.94,123.05,21.84,3.06,61.67,128.62,263.79,297.58,26.88,79.88,63.71,147.75,6.0
179,PM2.5,2015-10-28,280.67,2015.0,10.0,28.0,11.5,96.04,246.01,18.75,4.3,41.6,61.63,75.65,135.75,28.0,20.0,8.7,6.0,3.96,7.17,24.83,25.17,25.12,9.0,15.67,32.54,0.01,1014.54,23.54,10.0,238.38,6.62,246.09,114.5,19.73,4.23,36.42,164.08,219.62,279.62,24.12,127.04,35.96,183.54,6.0
180,PM10,2015-10-29,168.75,2015.0,10.0,29.0,11.5,91.27,226.91,33.81,4.3,48.22,71.01,98.36,162.96,27.0,19.0,8.7,6.0,3.96,10.17,24.62,25.04,24.83,6.25,10.29,41.08,0.0,1016.38,22.96,10.0,163.75,4.71,197.77,66.38,24.11,4.3,55.89,132.29,164.79,124.38,29.62,128.0,57.17,151.75,6.0
181,PM2.5,2015-10-30,249.85,2015.0,10.0,30.0,6.0,90.5,159.87,26.18,4.3,42.92,33.31,70.68,108.47,28.0,20.0,8.7,6.0,4.0,15.15,26.31,26.92,26.31,9.08,4.15,51.62,0.0,1017.23,23.46,10.0,109.77,7.69,240.93,105.47,33.33,4.3,20.81,147.06,193.38,249.85,41.08,128.0,20.38,166.62,6.0
182,PM10,2015-11-05,338.04,2015.0,11.0,5.0,11.5,128.19,373.33,30.13,6.87,86.92,19.7,60.18,83.94,30.0,22.0,8.7,7.0,4.17,11.79,26.88,26.88,26.75,13.96,16.46,39.83,0.01,1011.92,25.54,9.88,94.38,9.92,375.58,123.04,31.63,4.66,92.72,44.33,338.04,300.04,38.96,108.83,96.17,54.75,6.0
183,PM10,2015-11-06,282.46,2015.0,11.0,6.0,11.5,148.4,383.93,7.98,1.5,10.72,2.8,35.23,36.38,30.0,21.0,8.7,6.0,4.12,11.42,26.5,26.83,26.75,8.25,8.21,39.25,0.0,1012.46,24.79,10.0,236.83,6.08,304.57,108.25,8.18,1.46,10.22,31.23,281.71,244.0,9.88,30.96,9.71,38.62,6.0
184,NOx,2015-11-07,360.5,2015.0,11.0,7.0,10.5,30.03,38.31,4.95,22.17,28.03,27.75,51.66,246.08,29.0,20.0,8.7,6.0,4.5,11.73,27.73,27.86,28.0,8.32,11.27,37.05,0.0,1014.05,25.0,10.0,58.0,6.14,44.26,30.19,5.58,19.0,21.4,237.95,62.77,49.91,6.5,251.73,20.95,257.45,5.95
185,NOx,2015-11-08,236.62,2015.0,11.0,8.0,11.5,71.6,96.25,6.23,1.57,23.2,24.73,57.61,228.75,30.0,22.0,8.7,7.0,4.25,9.38,26.17,26.17,26.29,15.88,25.58,34.88,0.0,1015.46,25.46,10.0,49.0,11.12,114.08,83.66,8.28,1.77,23.54,217.19,109.08,177.5,9.88,45.42,23.04,236.62,6.0
186,PM10,2015-11-09,151.96,2015.0,11.0,9.0,11.5,59.15,155.17,10.17,1.19,83.04,12.64,78.67,87.35,31.0,22.0,8.7,7.0,4.29,9.83,26.88,26.88,27.0,9.54,18.29,34.42,0.0,1014.33,25.5,10.0,44.12,6.96,162.15,53.49,9.24,1.12,81.13,86.48,141.0,88.54,11.04,46.79,88.21,106.04,6.0
187,PM10,2015-11-10,290.48,2015.0,11.0,10.0,11.61,85.84,244.05,12.44,2.51,41.42,132.82,72.35,167.71,30.0,21.0,8.7,7.0,4.13,11.57,26.87,27.04,27.04,10.0,6.65,38.61,0.0,1012.87,25.0,10.0,181.22,7.39,290.95,102.93,12.64,2.74,42.25,149.39,290.48,241.26,15.43,86.17,41.7,168.91,6.0
188,PM10,2015-11-11,507.95,2015.0,11.0,11.0,10.0,278.65,407.03,33.82,2.03,70.58,35.36,82.03,121.38,30.0,20.0,8.7,6.0,4.48,7.76,26.76,26.81,27.81,14.24,0.76,28.86,0.0,1013.52,24.48,10.0,317.62,12.19,508.44,328.17,42.36,2.82,56.99,163.36,507.95,155.52,52.24,76.57,60.19,182.9,6.0
189,PM10,2015-11-12,420.04,2015.0,11.0,12.0,11.5,214.69,466.4,30.93,2.83,14.2,101.56,82.54,170.9,30.0,19.0,8.7,6.0,4.08,7.29,26.5,26.5,27.33,14.08,1.25,28.58,0.0,1014.58,24.04,10.0,305.0,12.04,443.49,224.5,34.33,3.16,14.29,175.29,418.96,379.92,42.42,87.67,13.71,194.79,6.0
190,PM10,2015-11-13,422.08,2015.0,11.0,13.0,11.5,328.08,466.66,29.71,2.73,61.39,47.83,103.06,157.14,30.0,20.0,8.7,6.0,4.17,9.75,27.25,27.29,27.71,13.12,1.88,33.25,0.0,1014.04,24.46,10.0,306.88,10.04,445.96,313.35,32.27,2.7,65.44,160.25,422.08,120.21,39.88,96.46,69.21,179.67,6.0
191,PM10,2015-11-14,393.54,2015.0,11.0,14.0,11.5,237.48,364.74,28.51,2.4,52.07,48.66,93.93,150.14,30.0,21.0,8.7,6.0,4.21,9.58,26.62,26.92,27.21,13.67,3.71,33.5,0.0,1011.42,24.88,10.0,306.75,9.83,417.72,283.41,26.59,2.45,52.54,143.38,384.92,104.17,32.67,78.75,53.17,162.92,5.83
192,PM2.5,2015-11-15,371.0,2015.0,11.0,15.0,11.5,228.57,399.45,37.69,3.4,37.06,64.66,99.51,151.1,31.0,20.0,8.7,7.0,4.29,6.33,27.62,27.58,28.67,11.04,3.62,24.92,0.0,1011.25,25.29,10.0,306.08,6.96,344.64,212.87,30.9,2.8,44.11,174.15,329.46,371.0,38.29,91.71,44.33,193.67,6.0
193,PM2.5,2015-11-16,380.58,2015.0,11.0,16.0,5.5,210.11,395.72,32.06,3.82,16.44,189.51,94.13,312.79,30.0,21.0,8.7,6.0,3.92,7.5,26.0,26.08,26.58,14.58,4.5,30.17,0.0,1012.75,24.58,10.0,251.58,11.25,407.72,221.82,42.3,5.36,13.93,176.7,371.58,377.92,52.33,141.17,13.25,196.08,6.0
194,PM10,2015-11-17,438.43,2015.0,11.0,17.0,20.0,241.12,509.36,50.28,7.24,5.74,364.15,98.8,216.38,28.0,18.0,8.7,6.0,2.43,-1.43,23.71,23.14,24.0,15.14,0.0,18.29,0.0,1013.43,20.43,10.0,302.0,11.0,458.25,226.34,42.32,5.25,14.85,271.47,438.43,381.14,52.14,140.14,14.43,289.71,6.0
195,PM10,2015-11-18,392.08,2015.0,11.0,18.0,11.5,215.37,435.04,41.91,4.68,45.61,111.29,80.3,146.48,27.0,16.0,8.7,6.0,3.92,-0.62,25.54,25.0,26.25,9.08,0.0,17.5,0.0,1015.71,21.25,10.0,293.12,7.33,423.69,217.63,37.33,4.81,45.73,207.99,375.21,374.71,46.17,134.42,47.04,227.33,5.96
196,PM10,2015-11-19,437.04,2015.0,11.0,19.0,11.5,292.03,497.92,41.27,6.04,20.04,148.53,111.59,239.98,28.0,16.0,8.7,6.0,3.92,-0.25,26.21,25.62,27.04,7.54,0.0,17.04,0.0,1016.96,21.71,10.0,256.75,5.96,457.31,246.04,42.27,5.56,22.23,200.04,437.04,219.25,52.17,143.83,21.88,219.5,5.96
197,PM10,2015-11-20,564.79,2015.0,11.0,20.0,11.5,297.96,562.86,41.5,5.56,32.0,185.8,110.05,232.3,27.0,16.0,8.7,6.0,3.92,4.0,26.33,26.08,27.12,7.17,0.0,22.88,0.0,1015.54,21.62,10.0,228.96,5.71,549.34,310.61,42.62,5.33,31.94,223.34,564.79,113.71,52.62,140.96,31.5,242.79,6.0
198,PM10,2015-11-21,556.5,2015.0,11.0,21.0,11.5,298.67,508.76,36.28,4.7,22.18,99.59,98.85,177.24,28.0,17.0,8.7,6.0,3.92,2.88,26.29,25.96,27.21,6.88,0.0,21.46,0.0,1014.62,21.75,10.0,316.96,5.5,543.41,302.78,37.7,4.85,26.31,207.49,556.5,95.04,46.67,125.46,25.79,227.08,6.0
199,PM10,2015-11-22,462.38,2015.0,11.0,22.0,11.5,283.59,476.09,40.14,4.74,38.65,126.88,99.85,151.86,28.0,17.0,8.7,6.0,3.92,5.08,26.79,26.42,27.67,6.17,0.0,24.04,0.0,1014.12,21.92,10.0,300.71,4.71,475.63,279.17,36.69,4.72,40.97,161.08,462.38,38.62,45.33,118.12,41.29,180.54,6.0
200,PM10,2015-11-23,516.0,2015.0,11.0,23.0,11.27,289.85,556.57,44.98,5.73,29.77,244.0,107.7,155.89,28.0,16.0,7.1,6.0,3.55,3.05,24.82,24.82,25.45,8.55,28.82,23.77,0.0,1014.82,21.73,10.0,257.05,4.77,514.33,286.71,41.65,5.5,32.46,144.89,516.0,56.68,51.36,143.18,31.91,164.18,6.0
201,PM10,2015-11-24,598.17,2015.0,11.0,24.0,11.5,276.62,537.2,36.59,4.14,36.18,201.46,103.74,145.13,29.0,18.0,8.7,6.0,3.92,0.54,25.21,25.0,26.17,14.0,3.04,19.17,0.0,1015.08,22.5,10.0,274.04,10.42,573.43,300.89,47.65,5.04,33.86,132.8,598.17,90.58,58.75,128.12,33.46,152.25,6.0
202,PM10,2015-11-25,400.67,2015.0,11.0,25.0,11.5,163.56,315.71,31.38,1.88,47.82,61.36,84.1,158.73,29.0,17.0,8.7,6.0,3.88,-0.42,24.54,24.33,25.38,16.29,0.0,18.71,0.0,1013.88,22.04,10.0,301.21,12.88,410.93,207.7,29.79,2.13,36.93,139.18,392.33,298.33,36.79,66.88,36.38,158.62,5.88
203,PM2.5,2015-11-26,362.79,2015.0,11.0,26.0,11.5,219.04,387.07,43.72,2.92,50.48,167.16,86.55,230.21,29.0,17.0,8.7,6.0,4.0,3.67,24.54,24.5,25.21,12.92,12.67,24.88,0.0,1012.42,23.17,10.0,162.46,8.33,343.76,202.15,39.22,2.59,50.68,206.91,322.04,362.79,48.46,82.62,50.25,226.46,6.0
204,PM2.5,2015-11-27,355.68,2015.0,11.0,27.0,11.27,186.89,390.18,27.84,2.13,37.38,75.87,84.89,179.24,26.0,18.0,8.7,6.0,3.5,7.5,22.68,23.18,22.82,14.05,7.45,39.36,0.0,1011.45,20.64,10.0,135.27,10.18,392.66,177.94,37.36,2.6,39.25,211.81,334.55,344.18,46.05,82.82,38.91,231.36,5.95
205,PM2.5,2015-11-28,361.94,2015.0,11.0,28.0,8.0,197.48,326.06,21.08,1.7,31.23,53.2,51.11,118.19,26.0,16.0,8.7,6.0,4.35,10.71,23.59,24.06,23.71,9.0,6.18,46.29,0.0,1014.12,21.29,10.0,61.29,6.82,381.4,200.95,24.59,2.14,31.89,160.83,338.59,361.94,30.29,43.06,31.41,180.29,5.82
206,PM10,2015-11-29,376.57,2015.0,11.0,29.0,16.5,286.06,504.44,57.33,5.04,39.28,111.14,85.55,159.96,27.0,16.0,8.7,6.0,4.5,10.14,26.71,27.07,27.14,9.07,0.0,35.5,0.0,1016.64,22.64,10.0,232.5,7.21,372.33,216.83,29.02,3.4,36.88,128.8,353.5,313.71,35.64,110.07,36.36,148.36,5.86
207,PM10,2015-11-30,492.08,2015.0,11.0,30.0,11.5,308.28,508.03,31.5,4.98,50.11,242.31,107.29,265.72,28.0,18.0,8.7,6.0,3.92,16.29,27.83,28.46,27.25,8.08,0.46,52.0,0.0,1016.5,22.29,10.0,229.46,6.96,497.04,301.62,45.54,5.5,44.93,194.82,492.08,92.21,56.29,143.17,44.42,214.29,5.96
208,PM10,2015-12-05,354.79,2015.0,12.0,5.0,11.5,125.05,341.13,5.84,1.68,41.39,9.39,75.78,74.94,26.0,15.0,8.7,5.0,3.71,4.58,23.83,24.46,24.33,8.29,1.62,28.29,0.0,1015.46,19.67,10.0,192.92,5.71,392.6,131.97,17.41,3.85,43.17,96.73,354.79,305.92,21.29,100.5,42.67,115.92,6.0
209,PM2.5,2015-12-06,272.5,2015.0,12.0,6.0,11.5,86.05,179.87,9.47,1.8,19.43,14.0,34.61,51.57,26.0,15.0,8.7,5.0,3.62,6.33,24.67,25.29,25.12,6.96,0.0,30.79,0.0,1015.79,19.58,10.0,94.75,5.17,249.02,116.28,8.43,1.62,19.46,33.6,219.42,268.62,9.92,31.96,19.0,41.54,6.0
210,NOx,2015-12-07,243.29,2015.0,12.0,7.0,11.5,26.87,35.06,5.4,1.73,16.04,15.12,32.78,146.2,26.0,15.0,8.7,5.0,3.54,7.42,22.46,22.5,22.79,7.67,16.0,38.83,0.0,1016.62,19.12,10.0,126.38,5.12,38.96,31.71,5.01,4.7,21.99,217.23,64.5,52.33,5.71,74.92,21.46,236.75,6.0
211,NOx,2015-12-08,191.75,2015.0,12.0,8.0,11.5,64.46,91.6,9.1,1.73,25.94,40.01,46.82,131.8,25.0,14.0,8.7,5.0,3.5,8.88,23.67,24.21,24.0,4.88,3.38,39.38,0.0,1015.17,19.12,10.0,199.92,3.42,79.84,57.8,6.8,1.35,25.01,172.3,79.25,98.58,8.0,54.29,24.62,191.75,6.0
212,PM10,2015-12-09,151.62,2015.0,12.0,9.0,11.5,88.06,186.78,9.08,1.6,58.28,52.0,90.65,151.77,25.0,16.0,5.5,5.0,3.38,7.71,22.12,23.12,22.04,15.79,29.25,40.21,0.0,1015.08,19.88,10.0,106.25,11.0,163.71,70.89,9.78,1.46,65.57,121.68,142.08,134.88,11.67,38.88,67.83,141.17,6.0
213,NOx,2015-12-10,248.38,2015.0,12.0,10.0,11.5,98.53,248.88,13.24,2.76,41.24,160.59,74.1,224.32,26.0,16.0,8.7,6.0,3.75,7.96,21.75,22.62,21.79,15.21,26.38,41.17,0.0,1012.29,20.71,10.0,119.92,8.96,254.5,95.7,14.24,2.68,40.12,216.01,232.29,217.25,17.38,87.12,39.62,235.5,6.0
214,PM10,2015-12-11,373.73,2015.0,12.0,11.0,12.5,270.09,393.88,29.94,2.04,66.75,42.07,80.73,129.38,24.0,16.0,8.7,5.0,3.68,7.86,21.45,21.64,21.36,10.36,6.27,42.73,0.0,1010.82,19.32,10.0,303.68,8.0,384.24,263.7,31.53,1.87,80.76,99.02,354.0,166.59,39.0,69.86,84.0,118.05,5.86
215,PM10,2015-12-12,438.07,2015.0,12.0,12.0,9.64,159.3,356.42,31.07,1.84,13.19,41.36,69.83,118.7,22.0,13.0,8.7,5.0,3.71,8.14,20.36,20.36,20.36,14.0,1.71,47.86,0.0,1013.86,16.86,10.0,301.71,11.71,457.71,204.63,34.01,2.62,13.04,144.65,438.07,364.79,42.07,68.36,12.64,164.14,6.0
216,PM10,2015-12-13,364.0,2015.0,12.0,13.0,0.0,232.0,333.33,30.0,2.07,14.57,95.87,88.49,209.77,21.0,12.0,8.7,5.0,1.0,6.0,18.0,18.0,18.0,14.0,0.0,46.0,0.0,1014.0,14.0,10.0,296.0,12.0,401.84,184.85,36.25,1.79,13.57,157.32,364.0,350.0,45.0,13.0,13.0,177.0,6.0
217,PM10,2015-12-22,362.89,2015.0,12.0,22.0,16.56,343.39,570.74,60.94,5.31,67.82,29.79,94.0,132.04,20.0,10.0,8.7,4.0,3.33,2.0,19.22,19.11,19.22,7.11,0.22,32.67,0.0,1019.89,14.22,10.0,286.0,4.78,400.46,189.63,38.66,2.72,46.25,145.41,362.44,353.11,47.78,61.44,45.78,164.78,6.0
218,PM10,2015-12-23,575.0,2015.0,12.0,23.0,10.05,439.97,600.45,34.39,4.0,50.15,148.09,101.86,238.05,20.0,9.0,8.7,4.0,3.15,1.55,16.2,16.25,16.2,11.95,7.1,37.95,0.0,1020.0,13.95,10.0,326.6,7.15,556.78,366.04,42.68,4.88,54.98,176.89,575.0,267.3,52.75,135.3,54.5,196.25,5.95
219,PM10,2015-12-24,555.78,2015.0,12.0,24.0,19.0,199.67,366.72,41.4,3.23,63.94,140.72,89.92,234.8,19.0,10.0,8.7,4.0,2.33,-1.56,15.22,15.56,15.22,15.33,0.0,30.67,0.0,1020.78,12.0,10.0,294.67,10.67,543.02,374.88,36.45,2.69,68.12,224.33,555.78,266.78,45.0,107.89,67.78,243.89,6.0
220,PM10,2015-12-25,369.62,2015.0,12.0,25.0,11.5,171.6,288.55,27.98,1.79,64.57,62.83,80.66,157.67,19.0,8.0,8.7,4.0,2.83,-6.08,14.58,15.17,14.58,15.88,4.0,23.04,0.0,1021.83,12.58,10.0,291.88,10.75,352.17,222.78,31.96,1.9,66.41,180.25,319.12,303.08,39.46,66.96,70.25,199.75,5.92
221,PM2.5,2015-12-26,355.46,2015.0,12.0,26.0,11.5,233.41,364.43,44.13,2.45,33.78,102.63,83.95,179.4,22.0,10.0,8.7,4.0,3.12,-4.96,16.5,16.79,16.5,18.88,3.83,22.38,0.0,1020.04,14.75,10.0,295.12,11.71,318.66,192.61,34.04,2.19,41.83,181.03,314.17,355.46,42.12,68.62,41.88,200.54,6.0
222,PM10,2015-12-27,370.04,2015.0,12.0,27.0,11.5,255.28,388.72,35.85,1.89,32.91,45.78,89.36,142.14,23.0,12.0,8.7,5.0,3.33,-3.67,18.21,18.29,18.25,18.92,7.21,22.17,0.0,1020.04,16.62,10.0,295.83,11.5,396.15,261.13,41.42,2.35,40.56,177.82,357.04,87.0,51.08,58.25,40.33,197.38,5.62
223,PM2.5,2015-12-28,362.33,2015.0,12.0,28.0,11.5,174.42,309.79,33.12,1.36,53.96,13.18,81.18,90.32,22.0,14.0,8.7,5.0,3.33,-0.46,19.17,19.12,19.21,19.58,3.92,27.88,0.0,1019.12,17.04,10.0,296.12,13.92,337.3,205.02,32.49,1.38,60.71,95.58,325.38,348.21,40.17,35.04,61.71,115.08,5.96
224,PM2.5,2015-12-29,360.65,2015.0,12.0,29.0,11.26,199.49,341.54,33.93,1.63,47.37,42.64,87.71,136.37,21.0,9.0,7.1,4.0,2.83,4.83,17.48,17.52,17.48,10.78,16.48,45.17,0.0,1016.3,13.74,10.0,242.26,6.83,336.57,199.45,37.59,1.5,53.71,102.19,336.09,360.65,46.48,38.04,54.78,121.7,6.0
225,PM10,2015-12-30,372.92,2015.0,12.0,30.0,11.5,279.42,418.23,43.04,3.53,53.54,108.59,92.04,212.34,24.0,12.0,8.7,5.0,3.38,3.46,21.62,21.75,21.88,9.92,1.04,31.04,0.0,1017.17,16.83,10.0,331.12,6.71,361.05,222.8,35.4,2.68,53.98,200.06,332.29,328.96,43.75,92.71,56.12,219.54,5.96
226,PM10,2015-12-31,388.46,2015.0,12.0,31.0,11.5,274.03,411.33,38.42,4.26,50.44,230.52,89.51,233.8,24.0,13.0,7.1,5.0,3.21,-0.67,19.25,19.04,19.46,12.12,31.62,26.46,0.0,1019.79,16.38,10.0,241.54,7.04,426.12,291.23,40.98,4.4,50.46,226.23,377.92,67.58,50.62,119.96,51.83,245.67,5.96
227,PM10,2016-01-01,453.33,2016.0,1.0,1.0,11.5,411.87,571.88,45.09,3.89,38.18,157.81,111.66,242.69,23.0,11.0,8.7,4.0,3.21,-1.0,17.71,17.62,17.83,8.5,26.38,28.58,0.0,1020.88,15.29,10.0,236.96,4.71,472.78,323.67,39.74,4.4,39.92,244.98,442.04,144.79,49.04,129.42,39.38,264.42,5.96
228,PM2.5,2016-01-02,334.88,2016.0,1.0,2.0,11.5,131.9,270.29,31.59,1.46,47.33,51.3,89.47,149.77,23.0,11.0,8.7,5.0,3.29,-2.5,17.46,17.42,17.58,14.42,9.04,25.5,0.0,1020.71,15.46,10.0,248.33,8.04,296.87,165.79,28.62,1.39,47.36,139.37,288.33,334.88,35.25,36.75,47.79,158.92,6.0
229,PM2.5,2016-01-03,270.73,2016.0,1.0,3.0,14.0,142.71,293.67,,1.91,56.43,45.93,120.65,135.6,23.0,11.0,8.7,4.0,4.82,-0.73,21.55,21.0,21.64,10.18,1.36,23.73,0.0,1017.64,17.64,10.0,278.73,7.27,251.81,111.58,8.5,1.62,65.06,115.67,224.73,270.73,10.45,31.18,64.45,135.09,6.0
230,PM10,2016-01-06,149.5,2016.0,1.0,6.0,11.5,79.42,193.98,17.34,0.97,51.39,17.93,60.75,78.61,26.0,14.0,8.7,5.0,3.62,8.29,20.38,20.58,20.29,13.38,14.25,46.54,0.0,1016.42,18.88,10.0,79.67,7.79,174.73,72.6,14.67,0.88,54.24,65.78,149.46,140.04,17.79,41.5,54.29,81.67,6.0
231,PM10,2016-01-07,86.54,2016.0,1.0,7.0,11.5,32.4,74.99,8.56,0.89,38.85,2.61,32.6,32.6,25.0,15.0,8.7,5.0,3.46,9.71,20.38,20.42,20.42,11.83,18.54,50.58,0.01,1017.79,18.88,10.0,191.12,6.08,87.12,35.1,8.82,0.9,37.47,36.39,86.54,58.08,10.54,40.96,37.0,44.96,6.0
232,NOx,2016-01-08,103.61,2016.0,1.0,8.0,11.09,13.52,50.39,12.93,0.96,22.7,18.94,37.42,59.2,24.0,13.0,8.7,5.0,3.57,7.3,19.87,19.78,19.96,16.74,6.04,46.26,0.0,1017.09,17.78,10.0,300.61,11.35,63.53,14.02,13.32,1.04,22.63,85.24,64.48,22.83,16.13,42.74,22.22,103.61,6.0
233,NOx,2016-01-09,76.32,2016.0,1.0,9.0,11.32,25.46,57.92,10.03,0.98,11.14,15.27,42.81,58.99,22.0,11.0,8.7,5.0,3.05,4.82,18.59,18.59,18.59,16.91,0.0,41.5,0.0,1015.82,15.09,10.0,288.05,12.27,61.67,28.41,10.93,0.93,11.46,61.58,61.23,46.86,13.18,42.68,11.05,76.32,6.0
234,PM2.5,2016-01-10,262.33,2016.0,1.0,10.0,11.5,113.62,224.85,20.34,2.89,34.13,78.9,68.18,168.5,24.0,11.0,8.7,5.0,3.21,7.25,20.42,20.46,20.5,7.08,0.88,43.42,0.0,1017.12,15.58,10.0,257.88,5.08,217.35,109.1,19.52,2.87,34.16,153.65,177.92,262.33,23.88,94.33,33.62,173.12,6.0
235,PM10,2016-01-11,598.7,2016.0,1.0,11.0,12.0,327.03,582.81,32.11,3.75,50.96,165.78,116.18,209.1,23.0,11.0,8.7,5.0,3.3,7.96,20.3,20.3,20.39,6.48,2.39,46.57,0.0,1016.87,15.52,10.0,93.57,4.26,573.83,313.61,40.32,3.4,54.61,205.6,598.7,120.96,49.74,101.83,54.13,225.09,5.96
236,PM2.5,2016-01-12,360.83,2016.0,1.0,12.0,11.5,221.29,421.76,33.42,3.67,17.02,193.07,66.5,224.84,25.0,12.0,8.7,5.0,3.38,10.17,20.12,20.12,20.25,13.75,1.79,54.29,0.0,1014.58,16.71,10.0,132.96,9.04,384.56,197.31,36.79,3.82,16.61,237.24,342.46,359.04,45.5,118.04,16.21,256.75,6.0
237,PM10,2016-01-13,369.83,2016.0,1.0,13.0,11.5,260.72,416.85,25.77,2.1,61.55,38.79,85.28,128.96,23.0,11.0,8.7,5.0,3.33,10.21,18.04,18.25,18.0,9.83,9.46,62.83,0.0,1014.42,16.08,10.0,209.46,5.38,385.69,206.38,30.72,2.42,64.86,173.3,354.75,331.17,37.88,66.71,65.58,192.92,5.92
238,PM10,2016-01-14,365.88,2016.0,1.0,14.0,11.5,208.99,337.76,19.49,1.61,44.11,32.88,74.45,111.24,21.0,11.0,7.1,4.0,2.83,10.71,16.54,16.58,16.54,9.5,35.21,71.71,0.0,1015.88,14.67,10.0,214.58,5.96,388.66,249.07,22.93,1.62,45.9,91.7,352.08,87.79,28.29,55.83,45.46,111.21,5.25
239,PM2.5,2016-01-15,356.67,2016.0,1.0,15.0,11.5,156.26,265.15,17.07,1.24,33.3,17.08,59.54,76.36,19.0,10.0,8.7,4.0,2.88,11.0,17.42,17.75,17.42,10.83,0.0,66.88,0.0,1015.96,12.79,10.0,309.0,8.62,327.44,194.18,19.97,1.48,28.84,121.0,314.58,356.67,24.46,53.08,28.42,140.5,6.0
