,Main_Pollutant,Date,AQI_VALUE,Year,Month,Day,Hour,PM2.5,PM10,SO2,CO,Ozone,NO,NO2,NOx,maxtempC,mintempC,sunHour,uvIndex,uvIndex.1,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,PM10_AVG24H,PM2.5_AVG24H,SO2_AVG24H,CO_AVG8H,Ozone_AVG8H,NOx_AVG24H,PM10_SubIndex,PM2.5_SubIndex,SO2_SubIndex,CO_SubIndex,Ozone_SubIndex,NOx_SubIndex,Checks
1361,PM10,2019-04-20,131.0,2019.0,4.0,20.0,11.92,49.85,169.37,14.28,1.58,88.02,34.1,69.19,64.61,37.0,29.0,13.0,8.0,5.77,9.69,32.69,32.69,33.62,9.38,7.54,22.92,0.0,1004.85,33.62,10.0,292.15,8.15,140.38,57.28,13.22,1.5,73.02,58.17,126.77,94.85,16.08,49.85,76.08,72.0,6.0
1362,PM10,2019-04-21,144.44,2019.0,4.0,21.0,11.19,46.06,161.25,10.45,1.19,76.25,39.8,70.36,69.87,39.0,31.0,13.0,9.0,6.25,7.94,33.88,33.88,35.38,12.62,7.88,19.06,0.0,1003.81,35.38,10.0,306.94,10.81,167.27,51.36,12.97,1.38,78.98,72.51,144.44,85.0,15.56,35.19,80.56,89.81,6.0
1363,PM10,2019-04-22,156.0,2019.0,4.0,22.0,12.78,57.78,231.31,11.69,2.24,74.2,86.49,85.26,115.76,41.0,33.0,13.0,9.0,5.78,8.56,37.78,37.78,38.44,13.44,3.67,17.0,0.0,1002.89,38.44,10.0,294.33,11.44,184.28,47.57,11.84,1.7,71.94,83.16,156.0,78.78,14.11,31.0,71.44,102.56,6.0
1364,PM10,2019-04-23,162.75,2019.0,4.0,23.0,13.38,48.25,235.84,9.77,2.02,55.21,81.05,83.09,110.25,43.0,36.0,13.0,10.0,5.5,8.62,41.62,41.62,41.12,12.38,2.5,14.75,0.0,1003.0,41.12,10.0,316.62,11.0,194.6,50.04,10.39,2.38,62.55,92.4,162.75,82.88,12.5,104.12,62.0,112.12,6.0
1365,PM10,2019-04-24,187.33,2019.0,4.0,24.0,10.0,70.87,248.33,8.68,1.55,77.39,12.68,64.72,44.78,46.0,36.0,13.1,10.0,6.39,9.06,41.44,41.44,40.67,10.39,1.0,15.83,0.0,1004.39,40.67,10.0,219.33,8.89,231.83,59.68,9.82,1.64,75.7,81.69,187.33,101.06,11.72,20.94,75.89,99.67,6.0
1366,PM10,2019-04-25,250.64,2019.0,4.0,25.0,12.93,66.2,263.05,7.9,1.16,55.91,13.67,71.41,49.11,45.0,36.0,13.1,10.0,5.86,3.86,40.86,40.86,40.57,11.29,2.43,11.21,0.0,1003.86,40.57,10.0,263.57,9.86,258.2,69.01,8.49,1.48,63.56,45.27,250.64,127.71,10.14,29.5,63.07,55.93,6.0
1367,PM10,2019-04-26,245.5,2019.0,4.0,26.0,11.0,62.97,259.49,12.02,0.01,56.83,47.84,76.9,79.91,43.0,37.0,13.1,10.0,6.44,3.62,41.06,41.06,40.75,15.69,0.0,10.69,0.0,1003.44,40.75,10.0,313.06,13.44,255.42,63.12,9.54,0.16,53.68,69.23,245.5,107.88,11.44,7.5,53.31,86.0,5.31
1368,PM10,2019-04-27,262.2,2019.0,4.0,27.0,12.8,89.0,308.75,16.06,1.12,52.37,10.83,76.69,49.65,42.0,36.0,13.1,9.0,4.2,2.6,38.2,38.2,38.8,19.2,0.0,10.8,0.0,1004.0,38.8,10.0,329.8,16.6,262.49,65.16,11.99,0.34,50.57,76.75,262.2,114.8,14.6,16.8,50.0,95.4,5.8
1369,PM10,2019-04-28,272.4,2019.0,4.0,28.0,11.33,82.65,257.42,10.86,1.29,51.4,14.63,71.97,50.06,42.0,35.0,13.1,9.0,5.07,0.8,38.87,38.87,39.2,19.2,0.0,9.33,0.0,1002.07,39.2,10.0,316.27,16.67,272.96,76.11,12.56,1.25,54.32,54.1,272.4,152.13,15.13,41.13,53.67,66.93,6.0
1370,PM10,2019-04-29,261.81,2019.0,4.0,29.0,9.38,77.09,240.54,9.06,1.37,57.63,29.05,74.15,63.09,46.0,37.0,13.1,10.0,6.19,2.44,42.38,42.38,41.31,11.38,0.0,9.38,0.0,1001.19,41.31,10.0,310.38,10.06,262.29,83.33,10.83,1.25,50.79,57.26,261.81,176.81,13.06,42.69,50.38,70.88,6.0
1371,PM10,2019-04-30,194.0,2019.0,4.0,30.0,18.67,77.33,225.42,8.12,1.57,66.03,28.52,68.17,59.53,45.0,37.0,13.1,10.0,6.67,0.67,43.33,43.33,42.0,14.33,33.33,8.0,0.0,996.67,42.0,10.0,242.67,12.33,241.64,75.9,8.92,1.5,80.12,63.18,194.0,151.33,10.67,29.0,79.67,78.33,6.0
1372,PM10,2019-05-01,471.79,2019.0,5.0,1.0,11.5,290.11,436.02,18.51,0.53,27.54,124.59,50.74,128.51,45.0,37.0,13.2,10.0,5.79,2.46,41.71,41.71,41.17,10.92,5.54,9.54,0.0,997.5,41.17,10.0,245.79,9.17,482.39,320.55,18.74,0.53,35.05,134.77,471.79,137.46,22.96,8.67,34.46,154.29,5.33
1373,PM2.5,2019-05-03,173.06,2019.0,5.0,3.0,13.5,68.82,146.78,8.06,1.79,14.66,46.49,69.24,74.66,40.0,31.0,13.2,9.0,4.38,10.38,37.25,37.25,37.25,11.62,34.25,20.0,0.02,1001.81,37.25,10.0,88.88,9.94,129.66,82.51,7.31,1.81,15.5,61.91,119.56,173.06,8.69,65.38,14.94,76.38,6.0
1374,PM10,2019-05-04,179.3,2019.0,5.0,4.0,11.5,61.7,225.2,15.25,1.53,77.35,86.72,78.8,112.61,41.0,34.0,13.2,9.0,6.4,-0.3,39.6,39.6,39.2,18.0,11.9,9.5,0.01,1002.4,39.2,10.0,223.1,15.7,219.48,54.91,11.96,1.88,69.84,121.42,179.3,90.9,14.4,61.1,69.3,140.9,6.0
1375,PM10,2019-05-05,141.62,2019.0,5.0,5.0,16.88,63.97,180.75,6.71,1.59,86.92,48.72,67.03,75.46,42.0,35.0,13.2,9.0,7.75,-4.0,41.62,41.62,41.25,21.12,0.0,5.88,0.0,1003.5,41.25,10.0,290.38,18.38,162.3,63.43,9.11,1.28,106.93,61.5,141.25,108.75,11.0,40.5,111.12,76.0,6.0
1376,PM10,2019-05-06,148.91,2019.0,5.0,6.0,11.68,78.62,200.17,3.21,1.61,69.94,3.46,49.6,29.2,43.0,35.0,13.2,10.0,5.36,-4.86,40.32,40.32,40.18,16.18,0.0,5.91,0.0,1001.73,40.18,10.0,287.23,13.95,173.55,70.16,3.15,1.65,69.64,29.79,148.64,132.32,3.41,35.18,71.05,36.59,6.0
1377,PM10,2019-05-07,104.61,2019.0,5.0,7.0,14.5,55.74,94.74,4.71,1.65,21.38,11.74,51.02,36.7,44.0,36.0,13.6,10.0,7.28,-1.94,41.89,41.89,41.22,20.0,0.0,6.72,0.0,999.94,41.22,10.0,271.28,17.33,107.27,54.29,5.51,1.63,22.87,29.92,104.61,89.89,6.56,21.61,22.39,36.72,6.0
